Unnamed: 0,m12_1,m1,vol6m,pe,accruals
2015-01-01,0.37499999999999983,-0.12500000000000017,-1.6692342861842506e-16,-0.12500000000000006,0.37500000000000006
2015-01-02,0.37499999999999994,-0.12500000000000025,-6.806154290101203e-17,-0.12500000000000028,0.3750000000000002
2015-01-05,0.3750000000000002,-0.1250000000000002,-1.1164917779730368e-16,-0.12499999999999999,0.3750000000000002
2015-01-06,0.37499999999999994,-0.12499999999999992,-6.185014843767764e-17,-0.12499999999999997,0.37500000000000006
2015-01-07,0.3750000000000002,-0.12500000000000014,-3.066189517795609e-17,-0.12500000000000006,0.3750000000000001
2015-01-08,0.37500000000000017,-0.1250000000000001,7.918639606611319e-17,-0.12500000000000017,0.375
2015-01-09,0.3749999999999999,-0.12499999999999983,-3.818986318040028e-17,-0.12499999999999967,0.37499999999999967
2015-01-12,0.37500000000000017,-0.12500000000000014,-2.462452943938113e-16,-0.12500000000000014,0.37499999999999994
2015-01-13,0.3749999999999999,-0.12500000000000022,1.195475873452869e-16,-0.12500000000000003,0.3749999999999999
2015-01-14,0.3750000000000002,-0.1250000000000005,-9.02929577485559e-17,-0.1250000000000003,0.3750000000000003
2015-01-15,0.3749999999999999,-0.12500000000000017,7.594976623079097e-17,-0.12500000000000006,0.37499999999999994
2015-01-16,0.3750000000000001,-0.12499999999999992,7.885438737769503e-17,-0.12499999999999989,0.3750000000000003
2015-01-19,0.37499999999999983,-0.12500000000000014,-6.376007534198052e-17,-0.125,0.37500000000000006
2015-01-20,0.3750000000000002,-0.12500000000000033,1.2401157787091402e-16,-0.1250000000000001,0.3750000000000001
2015-01-21,0.375,-0.12499999999999993,-1.0760539207578792e-16,-0.12500000000000017,0.37500000000000033
2015-01-22,0.375,-0.12500000000000014,3.2579929322944675e-17,-0.12500000000000008,0.3750000000000002
2015-01-23,0.375,-0.12500000000000025,-8.239275997678969e-17,-0.12500000000000017,0.375
2015-01-26,0.37500000000000017,-0.12499999999999994,-4.149954917607872e-17,-0.12499999999999982,0.37500000000000033
2015-01-27,0.3749999999999999,-0.12499999999999979,3.3262432714819745e-17,-0.12499999999999965,0.37499999999999967
2015-01-28,0.3749999999999999,-0.12500000000000003,-6.17355314241444e-17,-0.12500000000000003,0.37499999999999983
2015-01-29,0.375,-0.125,-1.8972310053554402e-16,-0.12499999999999996,0.37500000000000006
2015-01-30,0.37500000000000017,-0.12499999999999999,2.8557038615180975e-16,-0.12499999999999999,0.37499999999999983
2015-02-02,0.3749999999999999,-0.12500000000000017,-9.861997181467745e-17,-0.12500000000000014,0.37500000000000006
2015-02-03,0.375,-0.12499999999999997,5.374562928994067e-17,-0.12499999999999992,0.3749999999999996
2015-02-04,0.375,-0.12499999999999999,1.3751462498804488e-16,-0.12499999999999985,0.3749999999999999
2015-02-05,0.37499999999999994,-0.12500000000000006,1.6598937845665505e-18,-0.12500000000000008,0.375
2015-02-06,0.37499999999999994,-0.12500000000000006,6.463241223550264e-17,-0.12500000000000017,0.37500000000000017
2015-02-09,0.37499999999999994,-0.12500000000000017,-2.2163704422883408e-17,-0.12500000000000017,0.37500000000000033
2015-02-10,0.37499999999999994,-0.12500000000000008,1.1651760854525342e-16,-0.1250000000000001,0.37499999999999994
2015-02-11,0.37500000000000006,-0.12499999999999997,-1.3786682573575505e-16,-0.125,0.37500000000000017
2015-02-12,0.37500000000000017,-0.1250000000000004,-1.7215455833115954e-17,-0.12500000000000017,0.37500000000000017
2015-02-13,0.37499999999999983,-0.12499999999999994,-1.0208235517749981e-16,-0.1249999999999999,0.375
2015-02-16,0.3749999999999999,-0.1250000000000003,-5.64154459145179e-18,-0.1250000000000003,0.37500000000000017
2015-02-17,0.37499999999999983,-0.12499999999999999,-1.8360676546916872e-16,-0.125,0.37499999999999994
2015-02-18,0.37500000000000006,-0.12500000000000006,9.1445377968023e-17,-0.125,0.37500000000000006
2015-02-19,0.3749999999999999,-0.1250000000000001,4.0578483929843197e-17,-0.12500000000000022,0.3750000000000002
2015-02-20,0.37499999999999994,-0.12500000000000025,8.342457569105986e-17,-0.1250000000000002,0.37500000000000017
2015-02-23,0.37499999999999994,-0.12500000000000008,-6.983961708329377e-17,-0.125,0.37499999999999994
2015-02-24,0.375,-0.12500000000000025,-1.1958121304351018e-17,-0.12500000000000014,0.37500000000000017
2015-02-25,0.37500000000000006,-0.12500000000000022,1.7502349643555645e-16,-0.1250000000000001,0.3750000000000001
2015-02-26,0.3749999999999999,-0.12499999999999993,3.2966022286847193e-16,-0.12499999999999985,0.3749999999999998
2015-02-27,0.37500000000000017,-0.12500000000000022,9.362868554433109e-17,-0.12500000000000008,0.3750000000000001
2015-03-02,0.37499999999999994,-0.12500000000000008,1.1444129810725589e-16,-0.12499999999999986,0.3749999999999998
2015-03-03,0.375,-0.12500000000000028,2.6446117960472393e-17,-0.12500000000000025,0.37500000000000033
2015-03-04,0.3749999999999996,-0.12500000000000008,2.2240072442994154e-16,-0.12500000000000008,0.37499999999999994
2015-03-05,0.37500000000000017,-0.12500000000000008,1.9713044870704113e-16,-0.12500000000000008,0.375
2015-03-06,0.3749999999999998,-0.12499999999999989,-1.6565016605481151e-16,-0.125,0.3749999999999999
2015-03-09,0.37499999999999994,-0.12499999999999992,2.287380713371127e-16,-0.12499999999999997,0.37499999999999967
2015-03-10,0.37499999999999994,-0.12500000000000014,1.882042657448022e-16,-0.12500000000000017,0.37499999999999983
2015-03-11,0.3750000000000002,-0.12500000000000006,-3.4490784305347743e-17,-0.12500000000000014,0.3750000000000003
2015-03-12,0.37499999999999983,-0.12499999999999997,4.364740647027978e-17,-0.12499999999999999,0.375
2015-03-13,0.37500000000000006,-0.12499999999999983,1.4828532574528827e-16,-0.12500000000000006,0.37500000000000006
2015-03-16,0.3749999999999999,-0.1249999999999998,-4.665359514243294e-17,-0.12499999999999986,0.3749999999999994
2015-03-17,0.37500000000000006,-0.12500000000000008,5.917873218616165e-17,-0.12500000000000008,0.37499999999999994
2015-03-18,0.3750000000000001,-0.1250000000000001,-3.5494633292958473e-17,-0.12500000000000022,0.3750000000000002
2015-03-19,0.375,-0.12500000000000006,-3.507959935683555e-18,-0.1250000000000001,0.3750000000000001
2015-03-20,0.37499999999999994,-0.12499999999999992,8.658959782059994e-17,-0.12499999999999994,0.37499999999999983
2015-03-23,0.37499999999999994,-0.12500000000000014,-7.468017731895955e-17,-0.12499999999999999,0.3750000000000001
2015-03-24,0.37499999999999994,-0.12499999999999997,-8.911552721596797e-17,-0.12499999999999986,0.37499999999999983
2015-03-25,0.37500000000000017,-0.12500000000000017,-4.0505422674043777e-17,-0.12500000000000003,0.37499999999999983
2015-03-26,0.375,-0.12500000000000003,-1.795954385129271e-16,-0.12500000000000003,0.37499999999999994
2015-03-27,0.37500000000000033,-0.12499999999999992,-1.6032398617723688e-16,-0.1249999999999999,0.3749999999999998
2015-03-30,0.3749999999999998,-0.12499999999999999,1.172525552954045e-16,-0.12500000000000008,0.37499999999999994
2015-03-31,0.3749999999999999,-0.12499999999999988,4.174778517813804e-17,-0.12499999999999997,0.3749999999999999
2015-04-01,0.3749999999999998,-0.12499999999999988,4.51389494079563e-17,-0.12500000000000003,0.3749999999999999
2015-04-02,0.3749999999999999,-0.12499999999999997,-1.2637357812068362e-16,-0.12499999999999997,0.3750000000000002
2015-04-03,0.375,-0.1249999999999999,2.2367736845885205e-16,-0.12500000000000008,0.3749999999999998
2015-04-06,0.37500000000000033,-0.12499999999999994,1.6046925634487505e-16,-0.12500000000000003,0.37500000000000017
2015-04-07,0.3749999999999999,-0.12500000000000008,4.629352356645753e-17,-0.12500000000000017,0.3750000000000001
2015-04-08,0.375,-0.12500000000000008,-1.0811938708432193e-16,-0.12500000000000008,0.37499999999999994
2015-04-09,0.37500000000000006,-0.12500000000000014,-1.7438410932293635e-16,-0.12500000000000017,0.37500000000000033
2015-04-10,0.37500000000000017,-0.12500000000000036,6.522866282697711e-17,-0.1250000000000004,0.3750000000000003
2015-04-13,0.3750000000000001,-0.12500000000000017,1.3262959088730073e-16,-0.12500000000000008,0.3750000000000001
2015-04-14,0.37500000000000006,-0.12500000000000014,9.705527429860336e-17,-0.12500000000000006,0.37500000000000017
2015-04-15,0.3750000000000001,-0.12500000000000006,-2.261497622466648e-17,-0.125,0.37500000000000006
2015-04-16,0.3750000000000001,-0.12500000000000017,-1.0933052052906115e-16,-0.1250000000000003,0.3750000000000002
2015-04-17,0.3750000000000001,-0.12500000000000008,-1.9503508892211664e-16,-0.12500000000000008,0.37500000000000006
2015-04-20,0.375,-0.12500000000000033,-3.0964021977984026e-16,-0.12500000000000036,0.37500000000000033
2015-04-21,0.375,-0.12499999999999997,3.029253878176335e-17,-0.12500000000000008,0.3749999999999999
2015-04-22,0.37500000000000033,-0.125,-4.7664185903584e-16,-0.12499999999999972,0.37500000000000006
2015-04-23,0.37499999999999994,-0.1250000000000002,8.896398222950793e-17,-0.125,0.37499999999999994
2015-04-24,0.3750000000000003,-0.125,2.5356806227460913e-16,-0.12500000000000008,0.37500000000000017
2015-04-27,0.375,-0.1249999999999998,1.7168035665111225e-16,-0.12499999999999994,0.3749999999999999
2015-04-28,0.375,-0.12500000000000017,6.699776269821889e-17,-0.12500000000000022,0.3750000000000001
2015-04-29,0.37500000000000006,-0.12500000000000006,8.602573330990177e-17,-0.12500000000000008,0.3750000000000001
2015-04-30,0.37499999999999994,-0.12499999999999986,-3.95634483550992e-17,-0.12499999999999983,0.3749999999999999
2015-05-01,0.37499999999999994,-0.12500000000000008,-5.4067922173242375e-17,-0.1250000000000001,0.37500000000000017
2015-05-04,0.375,-0.12500000000000014,2.7744761633034973e-17,-0.12500000000000014,0.37500000000000006
2015-05-05,0.375,-0.12499999999999985,1.9953651948263213e-16,-0.12500000000000003,0.37499999999999983
2015-05-06,0.37499999999999983,-0.12499999999999988,3.706286074326649e-17,-0.12499999999999993,0.37500000000000006
2015-05-07,0.37499999999999994,-0.12500000000000028,-2.1226488382462553e-16,-0.12500000000000028,0.3750000000000002
2015-05-08,0.3750000000000004,-0.12500000000000008,-1.2846536671560902e-16,-0.1250000000000002,0.3750000000000003
2015-05-11,0.3749999999999998,-0.12500000000000033,2.488797172041504e-16,-0.12500000000000008,0.3750000000000001
2015-05-12,0.3749999999999999,-0.12500000000000036,2.376487979862202e-16,-0.1250000000000002,0.3750000000000001
2015-05-13,0.37499999999999983,-0.12499999999999957,-7.529824051720432e-17,-0.12499999999999976,0.3749999999999997
2015-05-14,0.37499999999999994,-0.125,-2.1780879092333285e-16,-0.12500000000000003,0.37499999999999994
2015-05-15,0.375,-0.12499999999999994,1.496401490404074e-16,-0.12499999999999996,0.37499999999999994
2015-05-18,0.37500000000000017,-0.1250000000000001,2.2648845441008187e-16,-0.12500000000000006,0.3750000000000003
2015-05-19,0.3749999999999998,-0.12499999999999957,-9.322373087490249e-17,-0.12499999999999967,0.3749999999999997
2015-05-20,0.37499999999999994,-0.12500000000000003,3.9979896002976785e-17,-0.12500000000000008,0.37499999999999994
2015-05-21,0.37499999999999994,-0.12500000000000003,5.604027267254655e-17,-0.1250000000000002,0.37500000000000006
2015-05-22,0.37500000000000006,-0.1250000000000001,-1.2914360628806164e-17,-0.12500000000000014,0.37500000000000006
2015-05-25,0.37499999999999983,-0.12500000000000033,2.625308232923412e-17,-0.12500000000000017,0.37500000000000006
2015-05-26,0.3750000000000001,-0.1250000000000001,-8.877446504007312e-17,-0.12500000000000006,0.37499999999999994
2015-05-27,0.37499999999999994,-0.125,-8.257315095544161e-17,-0.12499999999999994,0.37499999999999983
2015-05-28,0.375,-0.12500000000000003,-6.537845586480945e-19,-0.12499999999999993,0.3749999999999998
2015-05-29,0.37499999999999994,-0.12500000000000033,1.8639218411641343e-16,-0.12500000000000014,0.3750000000000001
2015-06-01,0.37499999999999994,-0.12499999999999992,-3.534167045586114e-17,-0.12499999999999997,0.37499999999999983
2015-06-02,0.37499999999999983,-0.125,-1.2364669019017154e-16,-0.12500000000000006,0.3749999999999999
2015-06-03,0.3749999999999999,-0.12500000000000006,1.0052876031786839e-16,-0.12500000000000017,0.375
2015-06-04,0.3749999999999999,-0.12500000000000017,-1.2782212159583663e-16,-0.1250000000000001,0.3750000000000002
2015-06-05,0.37499999999999994,-0.12500000000000008,-1.692954985487044e-16,-0.12500000000000014,0.375
2015-06-08,0.375,-0.12499999999999996,-8.259924120577738e-17,-0.1249999999999999,0.3749999999999999
2015-06-09,0.37500000000000017,-0.12500000000000006,-2.799841044007408e-17,-0.1250000000000001,0.3750000000000002
2015-06-10,0.37500000000000017,-0.125,1.3248576128588103e-16,-0.12499999999999996,0.3750000000000001
2015-06-11,0.37500000000000017,-0.12500000000000028,-1.7733119556235182e-16,-0.12500000000000022,0.37500000000000044
2015-06-12,0.37499999999999983,-0.12500000000000003,1.1084257424700237e-16,-0.12500000000000003,0.37499999999999983
2015-06-15,0.37499999999999983,-0.12500000000000022,8.840991015263408e-17,-0.12500000000000014,0.375
2015-06-16,0.37499999999999994,-0.12500000000000028,-4.747631279860978e-17,-0.12500000000000033,0.3750000000000002
2015-06-17,0.3750000000000001,-0.1250000000000002,1.0232921142409092e-16,-0.12500000000000008,0.37500000000000033
2015-06-18,0.3750000000000001,-0.12499999999999993,2.1409346704493074e-17,-0.12499999999999999,0.3749999999999999
2015-06-19,0.37500000000000017,-0.12499999999999992,-2.837046165313544e-17,-0.12499999999999994,0.3749999999999997
2015-06-22,0.3749999999999997,-0.1249999999999999,-3.988257227584743e-17,-0.12499999999999972,0.3749999999999993
2015-06-23,0.3750000000000001,-0.12500000000000036,1.617102839132708e-16,-0.12500000000000022,0.37500000000000017
2015-06-24,0.37500000000000006,-0.125,-9.171051259410102e-17,-0.12499999999999996,0.37500000000000017
2015-06-25,0.3750000000000002,-0.12500000000000022,6.906284770785739e-17,-0.12499999999999999,0.37499999999999994
2015-06-26,0.3749999999999997,-0.12500000000000003,4.111610694074988e-17,-0.12500000000000017,0.375
2015-06-29,0.37499999999999983,-0.12499999999999993,1.7953496279096641e-16,-0.12499999999999996,0.37500000000000006
